linha	categoria_historica	pred_naive_bayes	conf_naive_bayes	acerto_naive_bayes	pred_regressao_logistica	conf_regressao_logistica	acerto_regressao_logistica	pred_linear_svc	conf_linear_svc	acerto_linear_svc	pred_sgd	conf_sgd	acerto_sgd	pred_extra_trees	conf_extra_trees	acerto_extra_trees	pred_random_forest	conf_random_forest	acerto_random_forest	pred_lstm	conf_lstm	acerto_lstm
1641	Posto de trabalho > Contratação de Posto de trabalho	Posto de trabalho > Contratação de Posto de trabalho	0.5575	1	Posto de trabalho > Contratação de Posto de trabalho	0.9225	1	Posto de trabalho > Contratação de Posto de trabalho	0.148	1	Posto de trabalho > Contratação de Posto de trabalho	0.5734	1	Posto de trabalho > Contratação de Posto de trabalho	0.975	1	Posto de trabalho > Contratação de Posto de trabalho	0.955	1	Posto de trabalho > Contratação de Posto de trabalho	0.953	1
1642	Estrutura Predial > Esquadrias, porta, portão e janelas	Estrutura Predial > Esquadrias, porta, portão e janelas	0.9676	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.7758	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.1831	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.5745	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.945	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.88	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.7466	1
1643	Elétrica > Instalações elétricas	Climatização > Ar condicionado	0.2334	0	Projetos e Reformas > Reforma	0.101	0	Projetos e Reformas > Reforma	0.0348	0	Projetos e Reformas > Reforma	0.0788	0	Elétrica > Instalações elétricas	0.4	1	Elétrica > Instalações elétricas	0.4	1	Projetos e Reformas > Reforma	0.175	0
1644	Elétrica > Instalações elétricas	Elétrica > Instalações elétricas	0.5927	1	Elétrica > Instalações elétricas	0.2165	1	Elétrica > Instalações elétricas	0.058	1	Elétrica > Instalações elétricas	0.1928	1	Elétrica > Instalações elétricas	0.535	1	Elétrica > Instalações elétricas	0.33	1	Elétrica > Instalações elétricas	0.2486	1
1645	Estrutura Predial > Alvenaria / Pisos / Estrutura	Hidrossanitária > Hidráulica	0.5353	0	Estrutura Predial > Forro	0.2671	0	Hidrossanitária > Hidráulica	0.044	0	Estrutura Predial > Forro	0.2231	0	Hidrossanitária > Hidráulica	0.36	0	Estrutura Predial > Forro	0.355	0	Estrutura Predial > Forro	0.4377	0
1646	Elétrica > Instalações elétricas	Elétrica > Iluminação	0.2412	0	Elétrica > Iluminação	0.0975	0	Elétrica > Iluminação	0.0476	0	Elétrica > Iluminação	0.0809	0	Elétrica > Iluminação	0.38	0	Elétrica > Iluminação	0.18	0	Manutenção Preventiva > Iluminação	0.6897	0
1647	Hidrossanitária > Hidráulica	Hidrossanitária > Hidráulica	0.5494	1	Hidrossanitária > Hidráulica	0.1465	1	Hidrossanitária > Hidráulica	0.0576	1	Hidrossanitária > Hidráulica	0.1386	1	Hidrossanitária > Hidráulica	0.595	1	Hidrossanitária > Hidráulica	0.355	1	Hidrossanitária > Hidráulica	0.9092	1
1648	Elétrica > Instalações elétricas	Elétrica > Instalações elétricas	0.7615	1	Elétrica > Instalações elétricas	0.3381	1	Elétrica > Instalações elétricas	0.093	1	Elétrica > Instalações elétricas	0.3049	1	Elétrica > Instalações elétricas	0.675	1	Elétrica > Instalações elétricas	0.445	1	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.3092	0
1649	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3964	1	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.2953	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.0332	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.2051	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.675	1	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.485	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.1879	0
1650	Projetos e Reformas > Projeto	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.413	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.3157	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.0343	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.2254	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.565	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.455	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.5408	0
1651	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3651	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.2552	1	Projetos e Reformas > Projeto	0.0357	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.2074	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.54	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.575	1	Projetos e Reformas > Projeto	0.2541	0
1652	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.4482	1	Projetos e Reformas > Projeto	0.4098	0	Projetos e Reformas > Projeto	0.0489	0	Projetos e Reformas > Projeto	0.2824	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.61	1	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.495	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.2461	0
1653	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3738	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.1229	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0463	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0961	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.425	1	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.27	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.2419	1
1654	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Esquadrias, porta, portão e janelas	0.4897	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.1153	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0638	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0938	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.395	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.175	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.8274	0
1655	Hidrossanitária > Hidráulica	Hidrossanitária > Hidráulica	0.9406	1	Hidrossanitária > Hidráulica	0.3448	1	Hidrossanitária > Hidráulica	0.0817	1	Hidrossanitária > Hidráulica	0.3229	1	Hidrossanitária > Hidráulica	0.855	1	Hidrossanitária > Hidráulica	0.575	1	Hidrossanitária > Hidráulica	0.4811	1
1656	Elétrica > Instalações elétricas	Climatização > Ar condicionado	0.6275	0	Elétrica > Instalações elétricas	0.3554	1	Elétrica > Instalações elétricas	0.1014	1	Elétrica > Instalações elétricas	0.2783	1	Elétrica > Instalações elétricas	0.595	1	Elétrica > Instalações elétricas	0.415	1	Elétrica > Instalações elétricas	0.5534	1
1657	Elétrica > Instalações elétricas	Elétrica > Instalações elétricas	0.2478	1	Outros > Erro de chamado	0.1405	0	Outros > Erro de chamado	0.043	0	Outros > Erro de chamado	0.1013	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.455	0	Outros > Erro de chamado	0.17	0	Elétrica > Nobreak	0.1091	0
1658	Climatização > Ar condicionado	Climatização > Ar condicionado	0.8164	1	Climatização > Ar condicionado	0.1554	1	Climatização > Ar condicionado	0.0567	1	Climatização > Ar condicionado	0.1701	1	Climatização > Ar condicionado	0.765	1	Climatização > Ar condicionado	0.59	1	Climatização > Ar condicionado	0.8452	1
1659	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.5342	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0632	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0292	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0712	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.28	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.19	1	Área Externa e Ambiental > Poda de Árvore / Roçagem	0.1827	0
1660	Manutenção Preventiva > Gerador	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.9175	1	Manutenção Preventiva > Gerador	0.1359	1	Manutenção Preventiva > Gerador	0.8797	1	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.9969	1
1661	Manutenção Preventiva > Gerador	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.9594	1	Manutenção Preventiva > Gerador	0.1421	1	Manutenção Preventiva > Gerador	0.8934	1	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.9884	1
1662	Manutenção Preventiva > Gerador	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.9484	1	Manutenção Preventiva > Gerador	0.1457	1	Manutenção Preventiva > Gerador	0.8835	1	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.9988	1
1663	Climatização > Ar condicionado	Manutenção Preventiva > Ar condicionado split	1.0	0	Manutenção Preventiva > Ar condicionado split	0.7172	0	Manutenção Preventiva > Ar condicionado split	0.0408	0	Manutenção Preventiva > Ar condicionado split	0.7498	0	Manutenção Preventiva > Ar condicionado split	0.7268	0	Manutenção Preventiva > Ar condicionado split	0.705	0	Manutenção Preventiva > Ar condicionado split	0.846	0
1664	Manutenção Preventiva > Gerador	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.9567	1	Manutenção Preventiva > Gerador	0.141	1	Manutenção Preventiva > Gerador	0.8888	1	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.9851	1
1665	Manutenção Preventiva > Gerador	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.9382	1	Manutenção Preventiva > Gerador	0.1383	1	Manutenção Preventiva > Gerador	0.8829	1	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.9987	1
1666	Climatização > Ar condicionado	Manutenção Preventiva > Ar condicionado split	1.0	0	Manutenção Preventiva > Ar condicionado split	0.7282	0	Manutenção Preventiva > Ar condicionado split	0.0377	0	Manutenção Preventiva > Ar condicionado split	0.7667	0	Manutenção Preventiva > Ar condicionado split	0.6022	0	Manutenção Preventiva > Ar condicionado split	0.6767	0	Manutenção Preventiva > Ar condicionado split	0.8154	0
1667	Hidrossanitária > Hidráulica	Hidrossanitária > Hidráulica	0.8838	1	Hidrossanitária > Hidráulica	0.2546	1	Hidrossanitária > Hidráulica	0.0683	1	Hidrossanitária > Hidráulica	0.2421	1	Hidrossanitária > Hidráulica	0.79	1	Hidrossanitária > Hidráulica	0.6	1	Hidrossanitária > Hidráulica	0.5241	1
1668	Hidrossanitária > Hidráulica	Hidrossanitária > Hidráulica	0.3305	1	Hidrossanitária > Hidráulica	0.1018	1	Hidrossanitária > Hidráulica	0.0517	1	Hidrossanitária > Hidráulica	0.0832	1	Hidrossanitária > Hidráulica	0.505	1	Outros > Erro de chamado	0.185	0	Hidrossanitária > Hidráulica	0.6472	1
1669	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3336	1	Manutenção Preventiva > Telhados, calhas, rufos, etc.	0.1168	0	Elétrica > Instalações elétricas	0.0356	0	Manutenção Preventiva > Telhados, calhas, rufos, etc.	0.1078	0	Elétrica > Instalações elétricas	0.28	0	Elétrica > Instalações elétricas	0.24	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.39	1
1670	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.4587	1	Estrutura Predial > Forro	0.8566	0	Estrutura Predial > Forro	0.1195	0	Estrutura Predial > Forro	0.5418	0	Estrutura Predial > Forro	0.59	0	Estrutura Predial > Forro	0.695	0	Estrutura Predial > Forro	0.983	0
1671	Elétrica > Iluminação	Elétrica > Iluminação	0.7594	1	Elétrica > Iluminação	0.5393	1	Elétrica > Iluminação	0.1177	1	Elétrica > Iluminação	0.446	1	Elétrica > Iluminação	0.92	1	Elétrica > Iluminação	0.89	1	Elétrica > Iluminação	0.9186	1
1672	Estrutura Predial > Telhados, calhas, rufos, etc.	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.4114	0	Estrutura Predial > Forro	0.3962	0	Estrutura Predial > Forro	0.0625	0	Estrutura Predial > Forro	0.3265	0	Estrutura Predial > Forro	0.625	0	Estrutura Predial > Forro	0.62	0	Estrutura Predial > Forro	0.8765	0
1673	Climatização > Ar condicionado	Climatização > Ar condicionado	0.695	1	Climatização > Ar condicionado central	0.42	0	Climatização > Ar condicionado central	0.0606	0	Climatização > Ar condicionado central	0.3745	0	Climatização > Ar condicionado central	0.53	0	Climatização > Ar condicionado central	0.485	0	Climatização > Ar condicionado central	0.4949	0
1674	Hidrossanitária > Hidráulica	Hidrossanitária > Hidráulica	0.6052	1	Hidrossanitária > Hidráulica	0.1519	1	Hidrossanitária > Hidráulica	0.0693	1	Hidrossanitária > Hidráulica	0.1518	1	Hidrossanitária > Hidráulica	0.565	1	Hidrossanitária > Hidráulica	0.295	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.2614	0
1675	Hidrossanitária > Hidráulica	Hidrossanitária > Hidráulica	0.3058	1	Hidrossanitária > Hidráulica	0.0625	1	Hidrossanitária > Hidráulica	0.0328	1	Hidrossanitária > Hidráulica	0.0545	1	Hidrossanitária > Hidráulica	0.37	1	Hidrossanitária > Hidráulica	0.195	1	Estrutura Predial > Forro	0.1286	0
1676	Hidrossanitária > Hidráulica	Hidrossanitária > Hidráulica	0.9472	1	Hidrossanitária > Hidráulica	0.371	1	Hidrossanitária > Hidráulica	0.0806	1	Hidrossanitária > Hidráulica	0.3409	1	Hidrossanitária > Hidráulica	0.825	1	Hidrossanitária > Hidráulica	0.555	1	Hidrossanitária > Hidráulica	0.4937	1
1677	Elétrica > Iluminação	Elétrica > Iluminação	0.5958	1	Elétrica > Iluminação	0.4361	1	Elétrica > Iluminação	0.0985	1	Elétrica > Iluminação	0.3515	1	Elétrica > Iluminação	0.725	1	Elétrica > Iluminação	0.645	1	Elétrica > Iluminação	0.9672	1
1678	Hidrossanitária > Hidráulica	Hidrossanitária > Hidráulica	0.9714	1	Hidrossanitária > Hidráulica	0.4601	1	Hidrossanitária > Hidráulica	0.0594	1	Hidrossanitária > Hidráulica	0.4758	1	Hidrossanitária > Hidráulica	0.765	1	Hidrossanitária > Hidráulica	0.55	1	Hidrossanitária > Hidráulica	0.759	1
1679	Estrutura Predial > Esquadrias, porta, portão e janelas	Hidrossanitária > Hidráulica	0.752	0	Hidrossanitária > Hidráulica	0.1304	0	Hidrossanitária > Hidráulica	0.0485	0	Hidrossanitária > Hidráulica	0.1294	0	Hidrossanitária > Hidráulica	0.44	0	Hidrossanitária > Hidráulica	0.325	0	Hidrossanitária > Hidráulica	0.5051	0
1680	Estrutura Predial > Infiltração	Climatização > Ar condicionado	0.2665	0	Estrutura Predial > Infiltração	0.4967	1	Estrutura Predial > Infiltração	0.0854	1	Estrutura Predial > Infiltração	0.3787	1	Estrutura Predial > Infiltração	0.555	1	Estrutura Predial > Infiltração	0.57	1	Estrutura Predial > Infiltração	0.8388	1
1681	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.4448	1	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.0961	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.037	1	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.0731	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.4	1	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.21	0	Instalação de Acessórios e Mobiliário > Mobiliário	0.5995	0
1682	Elétrica > Instalações elétricas	Climatização > Ar condicionado	0.5856	0	Outros > Erro de chamado	0.0701	0	Climatização > Ar condicionado	0.0294	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0538	0	Hidrossanitária > Hidráulica	0.29	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.185	0	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.162	0
1683	Elétrica > Instalações elétricas	Elétrica > Instalações elétricas	0.8431	1	Elétrica > Instalações elétricas	0.4169	1	Elétrica > Instalações elétricas	0.1863	1	Elétrica > Instalações elétricas	0.3284	1	Elétrica > Instalações elétricas	0.565	1	Elétrica > Nobreak	0.425	0	Elétrica > Instalações elétricas	0.3798	1
1684	Climatização > Ar condicionado	Manutenção Preventiva > Ar condicionado split	0.9512	0	Climatização > Ar condicionado	0.1695	1	Manutenção Preventiva > Ar condicionado split	0.0436	0	Manutenção Preventiva > Ar condicionado split	0.1759	0	Manutenção Preventiva > Ar condicionado split	0.685	0	Manutenção Preventiva > Ar condicionado split	0.595	0	Manutenção Preventiva > Ar condicionado split	0.9718	0
1685	Climatização > Ar condicionado	Manutenção Preventiva > Ar condicionado split	0.9999	0	Manutenção Preventiva > Ar condicionado split	0.4332	0	Manutenção Preventiva > Ar condicionado split	0.0388	0	Manutenção Preventiva > Ar condicionado split	0.5487	0	Manutenção Preventiva > Ar condicionado split	0.5324	0	Manutenção Preventiva > Ar condicionado split	0.785	0	Manutenção Preventiva > Ar condicionado split	0.9182	0
1686	Climatização > Ar condicionado	Manutenção Preventiva > Ar condicionado split	1.0	0	Manutenção Preventiva > Ar condicionado split	0.5172	0	Manutenção Preventiva > Ar condicionado split	0.0502	0	Manutenção Preventiva > Ar condicionado split	0.6282	0	Climatização > Ar condicionado	0.65	1	Manutenção Preventiva > Ar condicionado split	0.785	0	Manutenção Preventiva > Ar condicionado split	0.9248	0
1687	Climatização > Ar condicionado	Manutenção Preventiva > Ar condicionado split	1.0	0	Manutenção Preventiva > Ar condicionado split	0.452	0	Climatização > Ar condicionado	0.0435	1	Manutenção Preventiva > Ar condicionado split	0.5368	0	Climatização > Ar condicionado	0.785	1	Manutenção Preventiva > Ar condicionado split	0.755	0	Manutenção Preventiva > Ar condicionado split	0.9507	0
1688	Climatização > Ar condicionado	Manutenção Preventiva > Ar condicionado split	0.9999	0	Manutenção Preventiva > Ar condicionado split	0.3376	0	Climatização > Ar condicionado	0.0443	1	Manutenção Preventiva > Ar condicionado split	0.4494	0	Climatização > Ar condicionado	0.62	1	Manutenção Preventiva > Ar condicionado split	0.775	0	Manutenção Preventiva > Ar condicionado split	0.9481	0
1689	Climatização > Ar condicionado	Manutenção Preventiva > Ar condicionado split	0.9999	0	Manutenção Preventiva > Ar condicionado split	0.4337	0	Climatização > Ar condicionado	0.0418	1	Manutenção Preventiva > Ar condicionado split	0.5355	0	Climatização > Ar condicionado	0.725	1	Manutenção Preventiva > Ar condicionado split	0.7475	0	Manutenção Preventiva > Ar condicionado split	0.963	0
1690	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.2231	1	Outros > Outros	0.067	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0377	1	Outros > Outros	0.0608	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.46	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.26	1	Instalação de Acessórios e Mobiliário > Mobiliário	0.124	0
1691	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Esquadrias, porta, portão e janelas	0.4311	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.1588	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0442	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.1216	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.525	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.27	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.5971	0
1692	Elétrica > Iluminação	Elétrica > Instalações elétricas	0.2765	0	Elétrica > Iluminação	0.1017	1	Elétrica > Iluminação	0.0508	1	Elétrica > Iluminação	0.0924	1	Elétrica > Iluminação	0.265	1	Elétrica > Iluminação	0.31	1	Elétrica > Iluminação	0.9027	1
1693	Elétrica > Iluminação	Elétrica > Iluminação	0.4603	1	Elétrica > Iluminação	0.3321	1	Elétrica > Iluminação	0.0819	1	Elétrica > Iluminação	0.2907	1	Elétrica > Iluminação	0.795	1	Elétrica > Iluminação	0.6	1	Elétrica > Iluminação	0.9501	1
1694	Manutenção Preventiva > Nobreak	Climatização > Ar condicionado	0.3742	0	Elétrica > Nobreak	0.369	0	Elétrica > Nobreak	0.0452	0	Elétrica > Nobreak	0.285	0	Elétrica > Instalações elétricas	0.385	0	Elétrica > Nobreak	0.575	0	Elétrica > Nobreak	0.5782	0
1695	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.6996	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.1023	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0385	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.1008	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.46	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.23	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.2171	1
1696	Climatização > Ar condicionado	Manutenção Preventiva > Ar condicionado split	1.0	0	Manutenção Preventiva > Ar condicionado split	0.7319	0	Manutenção Preventiva > Ar condicionado split	0.0424	0	Manutenção Preventiva > Ar condicionado split	0.7538	0	Manutenção Preventiva > Ar condicionado split	0.7253	0	Manutenção Preventiva > Ar condicionado split	0.7041	0	Manutenção Preventiva > Ar condicionado split	0.7686	0
1697	Climatização > Ar condicionado	Manutenção Preventiva > Ar condicionado split	1.0	0	Manutenção Preventiva > Ar condicionado split	0.7487	0	Manutenção Preventiva > Ar condicionado split	0.0437	0	Manutenção Preventiva > Ar condicionado split	0.7806	0	Manutenção Preventiva > Ar condicionado split	0.749	0	Manutenção Preventiva > Ar condicionado split	0.7882	0	Manutenção Preventiva > Ar condicionado split	0.8711	0
1698	Estrutura Predial > Esquadrias, porta, portão e janelas	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.352	0	Hidrossanitária > Hidráulica	0.0806	0	Hidrossanitária > Hidráulica	0.0314	0	Hidrossanitária > Hidráulica	0.0731	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.36	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.24	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.4147	1
1699	Estrutura Predial > Esquadrias, porta, portão e janelas	Estrutura Predial > Esquadrias, porta, portão e janelas	0.4279	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.3211	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0588	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.2968	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.565	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.465	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.3014	1
1700	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.5118	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0978	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0338	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0872	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.41	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.22	1	Outros > Erro de chamado	0.2417	0
1701	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Esquadrias, porta, portão e janelas	0.3083	0	Projetos e Reformas > Reforma	0.0798	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0376	0	Projetos e Reformas > Reforma	0.0625	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.4	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.215	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.5035	0
1702	Manutenção Preventiva > Gerador	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.9095	1	Manutenção Preventiva > Gerador	0.1521	1	Manutenção Preventiva > Gerador	0.8572	1	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.9972	1
1703	Manutenção Preventiva > Gerador	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.8529	1	Manutenção Preventiva > Gerador	0.1365	1	Manutenção Preventiva > Gerador	0.8488	1	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.975	1	Manutenção Preventiva > Gerador	0.9759	1
1704	Manutenção Preventiva > Gerador	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.7105	1	Manutenção Preventiva > Gerador	0.1072	1	Manutenção Preventiva > Gerador	0.7817	1	Manutenção Preventiva > Gerador	0.87	1	Manutenção Preventiva > Gerador	0.79	1	Manutenção Preventiva > Gerador	0.9992	1
1705	Manutenção Preventiva > Gerador	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.9167	1	Manutenção Preventiva > Gerador	0.1497	1	Manutenção Preventiva > Gerador	0.8655	1	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.9842	1
1706	Manutenção Preventiva > Gerador	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.8381	1	Manutenção Preventiva > Gerador	0.1357	1	Manutenção Preventiva > Gerador	0.8272	1	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.97	1	Manutenção Preventiva > Gerador	0.9979	1
1707	Climatização > Ar condicionado	Climatização > Ar condicionado	0.996	1	Climatização > Ar condicionado	0.6747	1	Climatização > Ar condicionado	0.1338	1	Climatização > Ar condicionado	0.6399	1	Climatização > Ar condicionado	0.92	1	Climatização > Ar condicionado	0.81	1	Climatização > Ar condicionado	0.9224	1
1708	Hidrossanitária > Hidráulica	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.4065	0	Hidrossanitária > Hidráulica	0.0678	1	Hidrossanitária > Hidráulica	0.0339	1	Hidrossanitária > Hidráulica	0.0649	1	Hidrossanitária > Hidráulica	0.395	1	Hidrossanitária > Hidráulica	0.315	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.3806	0
1709	Elétrica > Iluminação	Elétrica > Instalações elétricas	0.2438	0	Elétrica > Iluminação	0.0884	1	Elétrica > Instalações elétricas	0.0309	0	Elétrica > Iluminação	0.0749	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.28	0	Elétrica > Iluminação	0.315	1	Elétrica > Iluminação	0.9181	1
