linha	categoria_historica	pred_naive_bayes	conf_naive_bayes	acerto_naive_bayes	pred_regressao_logistica	conf_regressao_logistica	acerto_regressao_logistica	pred_linear_svc	conf_linear_svc	acerto_linear_svc	pred_sgd	conf_sgd	acerto_sgd	pred_extra_trees	conf_extra_trees	acerto_extra_trees	pred_random_forest	conf_random_forest	acerto_random_forest	pred_lstm	conf_lstm	acerto_lstm
1710	Elétrica > Iluminação	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.2617	0	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.0545	0	Elétrica > Instalações elétricas	0.0301	0	Segurança contra Incêndio > Sistemas de combate a incêndio (extintores, hidrantes)	0.0502	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.235	0	Hidrossanitária > Hidráulica	0.13	0	Elétrica > Iluminação	0.552	1
1711	Elétrica > Instalações elétricas	Climatização > Ar condicionado	0.2948	0	Projetos e Reformas > Reforma	0.115	0	Projetos e Reformas > Reforma	0.0291	0	Projetos e Reformas > Reforma	0.0992	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.245	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.16	0	Estrutura Predial > Instalações Especiais (gás, ar comprimido, etc.)	0.2448	0
1712	Estrutura Predial > Infiltração	Hidrossanitária > Hidráulica	0.682	0	Hidrossanitária > Hidráulica	0.1337	0	Hidrossanitária > Hidráulica	0.0362	0	Hidrossanitária > Hidráulica	0.1505	0	Hidrossanitária > Hidráulica	0.775	0	Hidrossanitária > Hidráulica	0.4	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.2398	0
1713	Manutenção Preventiva > Gerador	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.9168	1	Manutenção Preventiva > Gerador	0.1344	1	Manutenção Preventiva > Gerador	0.8798	1	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.9985	1
1714	Manutenção Preventiva > Gerador	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.96	1	Manutenção Preventiva > Gerador	0.1398	1	Manutenção Preventiva > Gerador	0.8934	1	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.9988	1
1715	Manutenção Preventiva > Gerador	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.949	1	Manutenção Preventiva > Gerador	0.1461	1	Manutenção Preventiva > Gerador	0.8837	1	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.9874	1
1716	Manutenção Preventiva > Gerador	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.9577	1	Manutenção Preventiva > Gerador	0.1389	1	Manutenção Preventiva > Gerador	0.8909	1	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.9987	1
1717	Manutenção Preventiva > Gerador	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.9401	1	Manutenção Preventiva > Gerador	0.1403	1	Manutenção Preventiva > Gerador	0.8821	1	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.9994	1
1718	Manutenção Preventiva > Esgoto	Hidrossanitária > Hidráulica	0.3295	0	Outros > Erro de chamado	0.0682	0	Hidrossanitária > Hidráulica	0.0373	0	Manutenção Preventiva > Telhados, calhas, rufos, etc.	0.0622	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.45	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.16	0	Hidrossanitária > Hidráulica	0.1682	0
1719	Estrutura Predial > Esquadrias, porta, portão e janelas	Hidrossanitária > Hidráulica	0.4951	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.1932	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0764	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.1704	1	Hidrossanitária > Hidráulica	0.36	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.305	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.5321	1
1720	Estrutura Predial > Esquadrias, porta, portão e janelas	Estrutura Predial > Esquadrias, porta, portão e janelas	0.4107	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.3036	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0584	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.2687	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.595	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.57	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.9654	1
1721	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.2808	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0689	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0336	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0579	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.44	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.21	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.223	1
1722	Hidrossanitária > Hidráulica	Hidrossanitária > Hidráulica	0.4418	1	Hidrossanitária > Hidráulica	0.0808	1	Hidrossanitária > Hidráulica	0.0443	1	Hidrossanitária > Hidráulica	0.0742	1	Hidrossanitária > Hidráulica	0.45	1	Hidrossanitária > Hidráulica	0.265	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.1013	0
1723	Hidrossanitária > Hidráulica	Hidrossanitária > Hidráulica	0.9123	1	Hidrossanitária > Hidráulica	0.1869	1	Hidrossanitária > Hidráulica	0.0792	1	Hidrossanitária > Hidráulica	0.1969	1	Hidrossanitária > Hidráulica	0.615	1	Hidrossanitária > Hidráulica	0.435	1	Instalação de Acessórios e Mobiliário > Placas de identificação	0.2328	0
1724	Climatização > Ar condicionado	Manutenção Preventiva > Ar condicionado split	1.0	0	Manutenção Preventiva > Ar condicionado split	0.7272	0	Manutenção Preventiva > Ar condicionado split	0.0428	0	Manutenção Preventiva > Ar condicionado split	0.749	0	Manutenção Preventiva > Ar condicionado split	0.7139	0	Manutenção Preventiva > Ar condicionado split	0.7124	0	Manutenção Preventiva > Ar condicionado split	0.6378	0
1725	Climatização > Ar condicionado	Manutenção Preventiva > Ar condicionado split	1.0	0	Manutenção Preventiva > Ar condicionado split	0.7466	0	Manutenção Preventiva > Ar condicionado split	0.044	0	Manutenção Preventiva > Ar condicionado split	0.7827	0	Manutenção Preventiva > Ar condicionado split	0.7231	0	Manutenção Preventiva > Ar condicionado split	0.7136	0	Manutenção Preventiva > Ar condicionado split	0.9134	0
1726	Climatização > Ar condicionado	Manutenção Preventiva > Ar condicionado split	1.0	0	Manutenção Preventiva > Ar condicionado split	0.7747	0	Manutenção Preventiva > Ar condicionado split	0.047	0	Manutenção Preventiva > Ar condicionado split	0.8053	0	Manutenção Preventiva > Ar condicionado split	0.7703	0	Manutenção Preventiva > Ar condicionado split	0.7868	0	Manutenção Preventiva > Ar condicionado split	0.8444	0
1727	Climatização > Ar condicionado	Manutenção Preventiva > Ar condicionado split	1.0	0	Manutenção Preventiva > Ar condicionado split	0.7413	0	Manutenção Preventiva > Ar condicionado split	0.04	0	Manutenção Preventiva > Ar condicionado split	0.7578	0	Manutenção Preventiva > Ar condicionado split	0.6931	0	Manutenção Preventiva > Ar condicionado split	0.694	0	Manutenção Preventiva > Ar condicionado split	0.8901	0
1728	Climatização > Ar condicionado	Manutenção Preventiva > Ar condicionado split	1.0	0	Manutenção Preventiva > Ar condicionado split	0.7523	0	Manutenção Preventiva > Ar condicionado split	0.0498	0	Manutenção Preventiva > Ar condicionado split	0.7797	0	Manutenção Preventiva > Ar condicionado split	0.8282	0	Manutenção Preventiva > Ar condicionado split	0.8095	0	Manutenção Preventiva > Ar condicionado split	0.7579	0
1729	Climatização > Ar condicionado	Manutenção Preventiva > Ar condicionado split	1.0	0	Manutenção Preventiva > Ar condicionado split	0.7218	0	Manutenção Preventiva > Ar condicionado split	0.0469	0	Manutenção Preventiva > Ar condicionado split	0.7597	0	Manutenção Preventiva > Ar condicionado split	0.7769	0	Manutenção Preventiva > Ar condicionado split	0.7722	0	Manutenção Preventiva > Ar condicionado split	0.8677	0
1730	Climatização > Ar condicionado	Manutenção Preventiva > Ar condicionado split	1.0	0	Manutenção Preventiva > Ar condicionado split	0.7623	0	Manutenção Preventiva > Ar condicionado split	0.0472	0	Manutenção Preventiva > Ar condicionado split	0.7934	0	Manutenção Preventiva > Ar condicionado split	0.7644	0	Manutenção Preventiva > Ar condicionado split	0.7498	0	Manutenção Preventiva > Ar condicionado split	0.7757	0
1731	Climatização > Ar condicionado	Manutenção Preventiva > Ar condicionado split	1.0	0	Manutenção Preventiva > Ar condicionado split	0.7421	0	Manutenção Preventiva > Ar condicionado split	0.0435	0	Manutenção Preventiva > Ar condicionado split	0.7594	0	Manutenção Preventiva > Ar condicionado split	0.7233	0	Manutenção Preventiva > Ar condicionado split	0.7308	0	Manutenção Preventiva > Ar condicionado split	0.7636	0
1732	Climatização > Ar condicionado	Manutenção Preventiva > Ar condicionado split	1.0	0	Manutenção Preventiva > Ar condicionado split	0.7436	0	Manutenção Preventiva > Ar condicionado split	0.0402	0	Manutenção Preventiva > Ar condicionado split	0.7526	0	Manutenção Preventiva > Ar condicionado split	0.7039	0	Manutenção Preventiva > Ar condicionado split	0.7162	0	Manutenção Preventiva > Ar condicionado split	0.7179	0
1733	Climatização > Ar condicionado	Manutenção Preventiva > Ar condicionado split	1.0	0	Manutenção Preventiva > Ar condicionado split	0.7254	0	Manutenção Preventiva > Ar condicionado split	0.0431	0	Manutenção Preventiva > Ar condicionado split	0.749	0	Manutenção Preventiva > Ar condicionado split	0.7445	0	Manutenção Preventiva > Ar condicionado split	0.7338	0	Manutenção Preventiva > Ar condicionado split	0.8213	0
1734	Climatização > Ar condicionado	Manutenção Preventiva > Ar condicionado split	1.0	0	Manutenção Preventiva > Ar condicionado split	0.7593	0	Manutenção Preventiva > Ar condicionado split	0.0466	0	Manutenção Preventiva > Ar condicionado split	0.7844	0	Manutenção Preventiva > Ar condicionado split	0.7804	0	Manutenção Preventiva > Ar condicionado split	0.7645	0	Manutenção Preventiva > Ar condicionado split	0.6355	0
1735	Climatização > Ar condicionado	Manutenção Preventiva > Ar condicionado split	1.0	0	Manutenção Preventiva > Ar condicionado split	0.7294	0	Manutenção Preventiva > Ar condicionado split	0.0375	0	Manutenção Preventiva > Ar condicionado split	0.7515	0	Manutenção Preventiva > Ar condicionado split	0.6738	0	Manutenção Preventiva > Ar condicionado split	0.6984	0	Manutenção Preventiva > Ar condicionado split	0.6925	0
1736	Climatização > Ar condicionado	Manutenção Preventiva > Ar condicionado split	1.0	0	Manutenção Preventiva > Ar condicionado split	0.7422	0	Manutenção Preventiva > Ar condicionado split	0.0447	0	Manutenção Preventiva > Ar condicionado split	0.768	0	Manutenção Preventiva > Ar condicionado split	0.771	0	Manutenção Preventiva > Ar condicionado split	0.7722	0	Manutenção Preventiva > Ar condicionado split	0.6201	0
1737	Climatização > Ar condicionado	Manutenção Preventiva > Ar condicionado split	1.0	0	Manutenção Preventiva > Ar condicionado split	0.7493	0	Manutenção Preventiva > Ar condicionado split	0.0433	0	Manutenção Preventiva > Ar condicionado split	0.7755	0	Manutenção Preventiva > Ar condicionado split	0.7356	0	Manutenção Preventiva > Ar condicionado split	0.7241	0	Manutenção Preventiva > Ar condicionado split	0.7963	0
1738	Manutenção Preventiva > Gerador	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.8815	1	Manutenção Preventiva > Gerador	0.1353	1	Manutenção Preventiva > Gerador	0.851	1	Manutenção Preventiva > Gerador	1.0	1	Manutenção Preventiva > Gerador	0.985	1	Manutenção Preventiva > Gerador	0.9983	1
1739	Hidrossanitária > Hidráulica	Hidrossanitária > Hidráulica	0.6773	1	Manutenção Preventiva > Esgoto	0.1811	0	Manutenção Preventiva > Esgoto	0.0407	0	Hidrossanitária > Hidráulica	0.1646	1	Hidrossanitária > Hidráulica	0.475	1	Hidrossanitária > Hidráulica	0.36	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.1659	0
1740	Hidrossanitária > Hidráulica	Hidrossanitária > Hidráulica	0.3477	1	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.0952	0	Hidrossanitária > Hidráulica	0.0483	1	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.0832	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.24	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.215	0	Instalação de Acessórios e Mobiliário > Mobiliário	0.5446	0
1741	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.4704	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0666	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0288	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0661	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.335	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.165	1	Manutenção Preventiva > Bomba	0.1092	0
1742	Hidrossanitária > Hidráulica	Hidrossanitária > Hidráulica	0.4308	1	Hidrossanitária > Hidráulica	0.0709	1	Manutenção Preventiva > Sistemas de incêndio	0.0329	0	Manutenção Preventiva > Sistemas de incêndio	0.0659	0	Hidrossanitária > Hidráulica	0.345	1	Hidrossanitária > Hidráulica	0.145	1	Manutenção Preventiva > Esgoto	0.3355	0
1743	Instalação de Acessórios e Mobiliário > Placas de identificação	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.591	0	Instalação de Acessórios e Mobiliário > Placas de identificação	0.8631	1	Instalação de Acessórios e Mobiliário > Placas de identificação	0.114	1	Instalação de Acessórios e Mobiliário > Placas de identificação	0.5517	1	Instalação de Acessórios e Mobiliário > Placas de identificação	0.75	1	Instalação de Acessórios e Mobiliário > Placas de identificação	0.835	1	Instalação de Acessórios e Mobiliário > Placas de identificação	0.9651	1
1744	Estrutura Predial > Infiltração	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.3245	0	Estrutura Predial > Infiltração	0.2593	1	Estrutura Predial > Infiltração	0.0318	1	Estrutura Predial > Infiltração	0.2148	1	Estrutura Predial > Infiltração	0.425	1	Estrutura Predial > Infiltração	0.505	1	Estrutura Predial > Infiltração	0.6689	1
1745	Estrutura Predial > Esquadrias, porta, portão e janelas	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.2409	0	Projetos e Reformas > Reforma	0.0767	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0297	1	Projetos e Reformas > Reforma	0.0616	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.435	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.195	0	Estrutura Predial > Esquadrias, porta, portão e janelas	0.2054	1
1746	Manutenção Preventiva > Esgoto	Elétrica > Instalações elétricas	0.2783	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.3147	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.0622	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.2437	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.415	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.5	0	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.1264	0
1747	Outros > Erro de chamado	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.2102	0	Outros > Erro de chamado	0.0835	1	Estrutura Predial > Infiltração	0.0246	0	Outros > Erro de chamado	0.0605	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.38	0	Outros > Erro de chamado	0.3	1	TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi	0.225	0
1748	Elétrica > Instalações elétricas	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.4739	0	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.1158	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0367	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.082	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.27	0	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.3	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.1994	0
1749	Estrutura Predial > Alvenaria / Pisos / Estrutura	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.2677	1	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.0874	0	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.0253	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.059	1	Estrutura Predial > Alvenaria / Pisos / Estrutura	0.52	1	Instalação de Acessórios e Mobiliário > Instalação/reparo de equipamentos (Suportes de TV, acessórios de banheiro e quadro branco)	0.19	0	Hidrossanitária > Hidráulica	0.193	0
1750	Elétrica > Instalações elétricas	Elétrica > Instalações elétricas	0.5305	1	Elétrica > Instalações elétricas	0.1962	1	Elétrica > Instalações elétricas	0.0821	1	Elétrica > Instalações elétricas	0.1642	1	Elétrica > Instalações elétricas	0.445	1	Elétrica > Instalações elétricas	0.365	1	Instalação de Acessórios e Mobiliário > Mobiliário	0.202	0
1751	Manutenção Preventiva > Esgoto	Hidrossanitária > Hidráulica	0.214	0	Manutenção Preventiva > Esgoto	0.6126	1	Manutenção Preventiva > Esgoto	0.105	1	Manutenção Preventiva > Esgoto	0.4397	1	Manutenção Preventiva > Esgoto	0.38	1	Manutenção Preventiva > Esgoto	0.36	1	Manutenção Preventiva > Esgoto	0.7049	1
1752	Elétrica > Iluminação	Elétrica > Iluminação	0.1905	1	Manutenção Preventiva > Esgoto	0.094	0	Elétrica > Iluminação	0.054	1	Manutenção Preventiva > Esgoto	0.0865	0	Elétrica > Iluminação	0.605	1	Elétrica > Iluminação	0.33	1	Manutenção Preventiva > Esgoto	0.8075	0
1753	Climatização > Ar condicionado	Climatização > Ar condicionado	0.9756	1	Climatização > Ar condicionado	0.3702	1	Climatização > Ar condicionado	0.1279	1	Climatização > Ar condicionado	0.3465	1	Climatização > Ar condicionado	0.835	1	Climatização > Ar condicionado	0.785	1	Climatização > Ar condicionado	0.7592	1
1754	Estrutura Predial > Esquadrias, porta, portão e janelas	Estrutura Predial > Esquadrias, porta, portão e janelas	0.6874	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.5759	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.0926	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.4512	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.825	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.765	1	Estrutura Predial > Esquadrias, porta, portão e janelas	0.9664	1
